"id","firstName","lastName","fullName","displayName","shortName","weight","displayWeight","height","displayHeight","age","dateOfBirth","experience","jersey","active"
"5451","Shaun","Smith","Shaun Smith","Shaun Smith","S. Smith",325,"325 lbs",74,"6' 2""",43,"1981-08-19T07:00Z",9,"90",FALSE
"13460","Shelley","Smith","Shelley Smith","Shelley Smith","S. Smith",310,"310 lbs",76,"6' 4""",37,"1987-05-21T07:00Z",6,"73",FALSE
"1572","Shevin","Smith","Shevin Smith","Shevin Smith","S. Smith",204,"204 lbs",71,"5' 11""",49,"1975-06-17T07:00Z",3,NA,FALSE
"4259499","Shi","Smith","Shi Smith","Shi Smith","S. Smith",190,"190 lbs",70,"5' 10""",26,"1998-10-26T08:00Z",3,NA,FALSE
"6469","Steve","Smith","Steve Smith","Steve Smith","S. Smith",242,"242 lbs",73,"6' 1""",60,"1964-08-30T07:00Z",9,NA,FALSE
"10495","Steve","Smith","Steve Smith","Steve Smith","S. Smith",195,"195 lbs",71,"5' 11""",39,"1985-05-06T07:00Z",6,"12",FALSE
"3921970","Sutton","Smith","Sutton Smith","Sutton Smith","S. Smith",235,"235 lbs",72,"6' 0""",28,"1996-03-22T08:00Z",1,"41",FALSE
"3916917","T.J.","Smith","T.J. Smith","T.J. Smith","T.J. Smith",300,"300 lbs",75,"6' 3""",27,"1997-04-19T07:00Z",1,"97",FALSE
"11783","Taj","Smith","Taj Smith","Taj Smith","T. Smith",188,"188 lbs",73,"6' 1""",41,"1983-09-30T07:00Z",2,"10",FALSE
"16891","Telvin","Smith","Telvin Smith","Telvin Smith","T. Smith",215,"215 lbs",75,"6' 3""",33,"1991-04-11T07:00Z",5,"50",FALSE
"4360935","Terell","Smith","Terell Smith","Terell Smith","T. Smith",207,"207 lbs",72,"6' 0""",25,"1999-07-27T07:00Z",2,"32",TRUE
"2576809","Terrance","Smith","Terrance Smith","Terrance Smith","T. Smith",219,"219 lbs",75,"6' 3""",31,"1993-05-03T07:00Z",4,"54",FALSE
"2227","Terrelle","Smith","Terrelle Smith","Terrelle Smith","T. Smith",246,"246 lbs",72,"6' 0""",46,"1978-03-12T08:00Z",10,"44",FALSE
"2979507","Tevaun","Smith","Tevaun Smith","Tevaun Smith","T. Smith",197,"197 lbs",74,"6' 2""",31,"1993-01-30T08:00Z",1,"17",FALSE
"432","Thomas","Smith","Thomas Smith","Thomas Smith","T. Smith",190,"190 lbs",71,"5' 11""",53,"1970-12-05T08:00Z",9,"21",FALSE
"2467155","Tim","Smith","Tim Smith","Tim Smith","T. Smith",195,"195 lbs",72,"6' 0""",33,"1991-03-22T08:00Z",NA,"10",FALSE
"16616","Tommy","Smith","Tommy Smith","Tommy Smith","T. Smith",240,"240 lbs",73,"6' 1""",33,"1990-11-19T08:00Z",NA,"42",FALSE
"7246","Tony","Smith","Tony Smith","Tony Smith","T. Smith",215,"215 lbs",73,"6' 1""",54,"1970-06-29T07:00Z",4,NA,FALSE
"14032","Torrey","Smith","Torrey Smith","Torrey Smith","T. Smith",205,"205 lbs",72,"6' 0""",35,"1989-01-26T08:00Z",9,"11",FALSE
"1543","Travian","Smith","Travian Smith","Travian Smith","T. Smith",240,"240 lbs",76,"6' 4""",49,"1975-08-26T07:00Z",7,"56",FALSE
"3128451","Tre'Quan","Smith","Tre'Quan Smith","Tre'Quan Smith","T. Smith",210,"210 lbs",74,"6' 2""",28,"1996-01-07T08:00Z",6,"10",FALSE
"3134448","Tremon","Smith","Tremon Smith","Tremon Smith","T. Smith",190,"190 lbs",72,"6' 0""",28,"1996-07-20T07:00Z",7,"1",TRUE
"4681","Trent","Smith","Trent Smith","Trent Smith","T. Smith",238,"238 lbs",77,"6' 5""",45,"1979-09-15T07:00Z",3,"48",FALSE
"3999910","Trent","Smith","Trent Smith","Trent Smith","T. Smith",238,"238 lbs",77,"6' 5""",45,"1979-09-15T07:00Z",NA,NA,FALSE
"4242459","Trey","Smith","Trey Smith","Trey Smith","T. Smith",321,"321 lbs",78,"6' 6""",25,"1999-06-16T07:00Z",4,"65",TRUE
"1954","Troy","Smith","Troy Smith","Troy Smith","T. Smith",193,"193 lbs",74,"6' 2""",47,"1977-07-30T07:00Z",NA,"19",FALSE
"10617","Troy","Smith","Troy Smith","Troy Smith","T. Smith",217,"217 lbs",72,"6' 0""",40,"1984-07-20T07:00Z",4,"1",FALSE
"2588098","Tye","Smith","Tye Smith","Tye Smith","T. Smith",190,"190 lbs",72,"6' 0""",31,"1993-05-03T07:00Z",6,"5",FALSE
"4428522","Tykee","Smith","Tykee Smith","Tykee Smith","T. Smith",202,"202 lbs",70,"5' 10""",23,"2001-02-18T08:00Z",NA,"23",TRUE
"2570519","Tyler","Smith","Tyler Smith","Tyler Smith","T. Smith",310,"310 lbs",80,"6' 8""",24,"1999-11-04T08:00Z",NA,"73",FALSE
"4568652","Tyler","Smith","Tyler Smith","Tyler Smith","T. Smith",332,"332 lbs",78,"6' 6""",23,"2001-04-03T07:00Z",3,"73",TRUE
"4361340","Tyreke","Smith","Tyreke Smith","Tyreke Smith","T. Smith",255,"255 lbs",75,"6' 3""",24,"2000-02-14T08:00Z",3,"59",FALSE
"13978","Tyron","Smith","Tyron Smith","Tyron Smith","T. Smith",320,"320 lbs",77,"6' 5""",33,"1990-12-12T08:00Z",14,"77",TRUE
"9577","Tyson","Smith","Tyson Smith","Tyson Smith","T. Smith",250,"250 lbs",74,"6' 2""",43,"1981-10-09T07:00Z",2,NA,FALSE
"6912","Vernice","Smith","Vernice Smith","Vernice Smith","V. Smith",300,"300 lbs",75,"6' 3""",59,"1965-10-24T07:00Z",7,NA,FALSE
"238","Vinson","Smith","Vinson Smith","Vinson Smith","V. Smith",247,"247 lbs",74,"6' 2""",59,"1965-07-03T07:00Z",12,"52",FALSE
"3155188","Vyncint","Smith","Vyncint Smith","Vyncint Smith","V. Smith",195,"195 lbs",75,"6' 3""",28,"1996-06-09T07:00Z",4,"15",FALSE
"4536","Wade","Smith","Wade Smith","Wade Smith","W. Smith",295,"295 lbs",76,"6' 4""",43,"1981-04-26T08:00Z",12,"73",FALSE
"5543","Will","Smith","Will Smith","Will Smith","W. Smith",282,"282 lbs",75,"6' 3""",34,"1981-07-04T07:00Z",11,"90",FALSE
"16951","Will","Smith","Will Smith","Will Smith","W. Smith",231,"231 lbs",74,"6' 2""",32,"1992-01-13T08:00Z",1,NA,FALSE
"14447","Willie","Smith","Willie Smith","Willie Smith","W. Smith",310,"310 lbs",77,"6' 5""",37,"1986-11-13T08:00Z",4,"69",FALSE
"2219931","Willie","Smith","Willie Smith","Willie Smith","W. Smith",310,"310 lbs",77,"6' 5""",37,"1986-11-13T08:00Z",5,"71",FALSE
"4386544","Xavier","Smith","Xavier Smith","Xavier Smith","X. Smith",176,"176 lbs",69,"5' 9""",27,"1997-09-21T07:00Z",1,"19",TRUE
"3043168","Za'Darius","Smith","Za'Darius Smith","Za'Darius Smith","Z. Smith",270,"270 lbs",76,"6' 4""",32,"1992-09-08T07:00Z",10,"99",TRUE
"4644","Zuriel","Smith","Zuriel Smith","Zuriel Smith","Z. Smith",174,"174 lbs",71,"5' 11""",44,"1980-01-15T08:00Z",2,NA,FALSE
"4379413","Chris","Smith II","Chris Smith II","Chris Smith II","C. Smith II",195,"195 lbs",71,"5' 11""",24,"2000-05-01T07:00Z",2,"29",TRUE
"16712","Marcus","Smith II","Marcus Smith II","Marcus Smith II","M. Smith II",258,"258 lbs",75,"6' 3""",32,"1992-03-31T08:00Z",5,"46",FALSE
"4040980","Irv","Smith Jr.","Irv Smith Jr.","Irv Smith Jr.","I. Smith Jr.",240,"240 lbs",74,"6' 2""",26,"1998-08-09T07:00Z",6,NA,FALSE
"5081724","Mike","Smith Jr.","Mike Smith Jr.","Mike Smith Jr.","M. Smith Jr.",231,"231 lbs",73,"6' 1""",NA,NA,NA,"36",FALSE
"4426331","Nolan","Smith Jr.","Nolan Smith Jr.","Nolan Smith Jr.","N. Smith Jr.",238,"238 lbs",74,"6' 2""",23,"2001-01-18T08:00Z",2,"3",TRUE
"4032532","Prince","Smith Jr.","Prince Smith Jr.","Prince Smith Jr.","P. Smith Jr.",185,"185 lbs",70,"5' 10""",26,"1997-11-28T08:00Z",NA,NA,FALSE
"7259","Rico","Smith Jr.","Rico Louis Smith Jr.","Rico Louis Smith Jr.","R. Smith Jr.",185,"185 lbs",72,"6' 0""",55,"1969-01-14T08:00Z",4,NA,FALSE
"2622","Steve","Smith Sr.","Steve Smith Sr.","Steve Smith Sr.","S. Smith Sr.",195,"195 lbs",69,"5' 9""",45,"1979-05-12T07:00Z",16,"89",FALSE
"4240573","Ihmir","Smith-Marsette","Ihmir Smith-Marsette","Ihmir Smith-Marsette","I. Smith-Marsette",185,"185 lbs",73,"6' 1""",25,"1999-08-29T07:00Z",4,"87",TRUE
"4430878","Jaxon","Smith-Njigba","Jaxon Smith-Njigba","Jaxon Smith-Njigba","J. Smith-Njigba",197,"197 lbs",72,"6' 0""",22,"2002-02-14T08:00Z",2,"11",TRUE
"3120348","JuJu","Smith-Schuster","JuJu Smith-Schuster","JuJu Smith-Schuster","J. Smith-Schuster",215,"215 lbs",73,"6' 1""",27,"1996-11-22T08:00Z",8,"9",TRUE
"4697636","Chau","Smith-Wade","Chau Smith-Wade","Chau Smith-Wade","C. Smith-Wade",176,"176 lbs",71,"5' 11""",22,"2002-09-17T07:00Z",NA,"26",TRUE
"3686690","James","Smith-Williams","James Smith-Williams","James Smith-Williams","J. Smith-Williams",265,"265 lbs",75,"6' 3""",27,"1997-07-30T07:00Z",5,"50",TRUE
"3116348","Anthony","Smithson","Anthony Smithson","Anthony Smithson","A. Smithson",190,"190 lbs",71,"5' 11""",NA,NA,NA,"9",FALSE
"3892785","Fish","Smithson","Fish Smithson","Fish Smithson","F. Smithson",196,"196 lbs",71,"5' 11""",30,"1994-03-18T08:00Z",1,"29",FALSE
"14600","Shaky","Smithson","Shaky Smithson","Shaky Smithson","S. Smithson",202,"202 lbs",71,"5' 11""",37,"1987-08-23T07:00Z",2,"16",FALSE
"3999911","Jeff","Smoker","Jeff Smoker","Jeff Smoker","J. Smoker",224,"224 lbs",75,"6' 3""",43,"1981-06-13T07:00Z",NA,NA,FALSE
"10104","Isaac","Smolko","Isaac Smolko","Isaac Smolko","I. Smolko",258,"258 lbs",77,"6' 5""",41,"1983-02-28T08:00Z",2,NA,FALSE
"3042476","Dawuane","Smoot","Dawuane Smoot","Dawuane Smoot","D. Smoot",264,"264 lbs",75,"6' 3""",29,"1995-03-02T08:00Z",8,"94",TRUE
"2593","Fred","Smoot","Fred Smoot","Fred Smoot","F. Smoot",185,"185 lbs",71,"5' 11""",45,"1979-04-17T08:00Z",9,"27",FALSE
"5208518","Charlie","Smyth","Charlie Smyth","Charlie Smyth","C. Smyth",210,"210 lbs",76,"6' 4""",23,"2001-06-26T07:00Z",NA,"39",FALSE
"3052897","Durham","Smythe","Durham Smythe","Durham Smythe","D. Smythe",246,"246 lbs",78,"6' 6""",29,"1995-08-09T07:00Z",7,"81",TRUE
"3949031","Kevin","Snead","Kevin Snead","Kevin Snead","K. Snead",175,"175 lbs",70,"5' 10""",32,"1991-11-22T08:00Z",NA,"84",FALSE
"4382578","Tyler","Snead","Tyler Snead","Tyler Snead","T. Snead",174,"174 lbs",67,"5' 7""",24,"2000-02-01T08:00Z",NA,"84",FALSE
"17258","Willie","Snead IV","Willie Snead IV","Willie Snead IV","W. Snead IV",195,"195 lbs",71,"5' 11""",32,"1992-10-17T07:00Z",8,"82",FALSE
"5559","Chris","Snee","Chris Snee","Chris Snee","C. Snee",305,"305 lbs",75,"6' 3""",42,"1982-01-18T08:00Z",10,"76",FALSE
"4040432","L'Jarius","Sneed","L'Jarius Sneed","L'Jarius Sneed","L. Sneed",192,"192 lbs",73,"6' 1""",27,"1997-01-21T08:00Z",5,"38",TRUE
"9293","Isaac","Snell","Isaac Snell","Isaac Snell","I. Snell",305,"305 lbs",78,"6' 6""",42,"1981-11-04T08:00Z",2,"67",FALSE
"4035072","Benny","Snell Jr.","Benny Snell Jr.","Benny Snell Jr.","B. Snell Jr.",224,"224 lbs",70,"5' 10""",26,"1998-02-27T08:00Z",5,"38",FALSE
"10687","Jason","Snelling","Jason Snelling","Jason Snelling","J. Snelling",234,"234 lbs",71,"5' 11""",40,"1983-12-29T08:00Z",7,"44",FALSE
"4044148","Dredrick","Snelson","Dredrick Snelson","Dredrick Snelson","D. Snelson",189,"189 lbs",71,"5' 11""",NA,NA,NA,"81",FALSE
"2047","Matt","Snider","Matt Snider","Matt Snider","M. Snider",240,"240 lbs",74,"6' 2""",48,"1976-01-26T08:00Z",3,"44",FALSE
"15424","David","Snow","David Snow","David Snow","D. Snow",303,"303 lbs",76,"6' 4""",34,"1989-11-09T08:00Z",2,"71",FALSE
"2442","Justin","Snow","Justin Snow","Justin Snow","J. Snow",245,"245 lbs",75,"6' 3""",47,"1976-12-21T08:00Z",13,"48",FALSE
"7257","Percy","Snow","Percy Lee Snow","Percy Lee Snow","P. Snow",244,"244 lbs",74,"6' 2""",56,"1967-11-05T08:00Z",4,NA,FALSE
"4240849","Charles","Snowden","Charles Snowden","Charles Snowden","C. Snowden",245,"245 lbs",79,"6' 7""",26,"1998-03-27T08:00Z",1,"49",TRUE
"8508","Adam","Snyder","Adam Snyder","Adam Snyder","A. Snyder",325,"325 lbs",78,"6' 6""",42,"1982-01-30T08:00Z",10,"68",FALSE
"4036876","Jack","Snyder","Jack Snyder","Jack Snyder","J. Snyder",310,"310 lbs",77,"6' 5""",27,"1997-05-25T07:00Z",1,"68",FALSE
"17090","Jake","Snyder","Jake Snyder","Jake Snyder","J. Snyder",275,"275 lbs",76,"6' 4""",33,"1991-04-07T08:00Z",NA,"69",FALSE
"2582398","Kevin","Snyder","Kevin Snyder","Kevin Snyder","K. Snyder",245,"245 lbs",74,"6' 2""",32,"1992-07-25T07:00Z",1,"45",FALSE
"14616","Vic","So'oto","Vic So'oto","Vic So'oto","V. So'oto",263,"263 lbs",75,"6' 3""",37,"1987-08-19T07:00Z",3,"49",FALSE
"3999913","Ben","Sobieski","Ben Sobieski","Ben Sobieski","B. Sobieski",315,"315 lbs",77,"6' 5""",45,"1979-05-03T07:00Z",NA,NA,FALSE
"11593","Olaniyi","Sobomehin","Olaniyi Sobomehin","Olaniyi Sobomehin","O. Sobomehin",230,"230 lbs",73,"6' 1""",40,"1984-10-11T07:00Z",2,"33",FALSE
"4035559","Dylan","Soehner","Dylan Soehner","Dylan Soehner","D. Soehner",270,"270 lbs",78,"6' 6""",26,"1997-11-08T08:00Z",2,"89",FALSE
"4242885","Kyle","Soelle","Kyle Soelle","Kyle Soelle","K. Soelle",232,"232 lbs",75,"6' 3""",25,"1999-01-25T08:00Z",NA,"58",FALSE
"4031931","Josh","Sokol","Josh Sokol","Josh Sokol","J. Sokol",290,"290 lbs",75,"6' 3""",26,"1997-12-01T08:00Z",1,"60",FALSE
"3121378","Matt","Sokol","Matt Sokol","Matt Sokol","M. Sokol",249,"249 lbs",77,"6' 5""",28,"1995-11-09T08:00Z",5,"85",FALSE
"2515893","Kristjan","Sokoli","Kristjan Sokoli","Kristjan Sokoli","K. Sokoli",297,"297 lbs",77,"6' 5""",33,"1991-09-24T07:00Z",2,"60",FALSE
"13964","Nate","Solder","Nate Solder","Nate Solder","N. Solder",325,"325 lbs",80,"6' 8""",36,"1988-04-12T07:00Z",10,"76",FALSE
"10552","Paul","Soliai","Paul Soliai","Paul Soliai","P. Soliai",345,"345 lbs",76,"6' 4""",40,"1983-12-30T08:00Z",10,"90",FALSE
"4386","Jake","Soliday","Jake Soliday","Jake Soliday","J. Soliday",193,"193 lbs",73,"6' 1""",45,"1978-11-16T08:00Z",NA,"18",FALSE
"7980","Freddie","Solomon","Freddie Solomon","Freddie Solomon","F. Solomon",180,"180 lbs",70,"5' 10""",52,"1972-08-15T07:00Z",3,"84",FALSE
"4428548","Javon","Solomon","Javon Solomon","Javon Solomon","J. Solomon",247,"247 lbs",73,"6' 1""",23,"2001-01-17T08:00Z",NA,"56",TRUE
"6564","Jesse","Solomon","Jesse William Solomon","Jesse William Solomon","J. Solomon",249,"249 lbs",72,"6' 0""",60,"1963-11-04T08:00Z",9,NA,FALSE
"15028","Scott","Solomon","Scott Solomon","Scott Solomon","S. Solomon",260,"260 lbs",75,"6' 3""",35,"1988-11-05T08:00Z",4,"54",FALSE
"2813","Mike","Solwold","Mike Solwold","Mike Solwold","M. Solwold",244,"244 lbs",78,"6' 6""",47,"1977-09-30T07:00Z",3,NA,FALSE
"3150065","Joe","Sommers","Joe Sommers","Joe Sommers","J. Sommers",240,"240 lbs",75,"6' 3""",31,"1993-03-03T08:00Z",NA,"40",FALSE
"4012504","Joseph","Sommers","Joseph Sommers","Joseph Sommers","J. Sommers",240,"240 lbs",75,"6' 3""",NA,NA,NA,NA,FALSE
"3892581","Jesse","Somsel","Jesse Somsel","Jesse Somsel","J. Somsel",315,"315 lbs",76,"6' 4""",NA,NA,NA,NA,FALSE
"2472319","Varmah","Sonie","Varmah Sonie","Varmah Sonie","V. Sonie",166,"166 lbs",69,"5' 9""",34,"1990-07-08T07:00Z",1,NA,FALSE
"5629","Isaac","Sopoaga","Isaac Sopoaga","Isaac Sopoaga","I. Sopoaga",330,"330 lbs",74,"6' 2""",43,"1981-09-04T07:00Z",11,"90",FALSE
"16015","Brad","Sorensen","Brad Sorensen","Brad Sorensen","B. Sorensen",230,"230 lbs",77,"6' 5""",36,"1988-03-13T08:00Z",2,"4",FALSE
"2474911","Brad","Sorensen","Brad Sorensen","Brad Sorensen","B. Sorensen",224,"224 lbs",76,"6' 4""",36,"1988-03-13T08:00Z",2,"4",FALSE
"17259","Daniel","Sorensen","Daniel Sorensen","Daniel Sorensen","D. Sorensen",208,"208 lbs",74,"6' 2""",34,"1990-03-05T08:00Z",10,"25",FALSE
"3495","Nick","Sorensen","Nick Sorensen","Nick Sorensen","N. Sorensen",205,"205 lbs",75,"6' 3""",46,"1978-07-31T07:00Z",10,"27",FALSE
"4038966","Jack","Sorenson","Jack Sorenson","Jack Sorenson","J. Sorenson",192,"192 lbs",72,"6' 0""",27,"1997-07-26T07:00Z",NA,"14",FALSE
"5718","Jim","Sorgi","Jim Sorgi","Jim Sorgi","J. Sorgi",196,"196 lbs",77,"6' 5""",43,"1980-12-03T08:00Z",7,NA,FALSE
"4360956","Mariano","Sori-Marin","Mariano Sori-Marin","Mariano Sori-Marin","M. Sori-Marin",245,"245 lbs",75,"6' 3""",NA,NA,NA,NA,FALSE
"3122710","Andrew","Soroh","Andrew Soroh","Andrew Soroh","A. Soroh",210,"210 lbs",74,"6' 2""",28,"1996-02-12T08:00Z",NA,"30",FALSE
"4367775","Colby","Sorsdal","Colby Sorsdal","Colby Sorsdal","C. Sorsdal",315,"315 lbs",78,"6' 6""",24,"2000-03-01T08:00Z",2,"75",TRUE
"3045152","Shakir","Soto","Shakir Soto","Shakir Soto","S. Soto",290,"290 lbs",75,"6' 3""",30,"1994-02-12T08:00Z",1,"58",FALSE
"16747","Dezmen","Southward","Dezmen Southward","Dezmen Southward","D. Southward",208,"208 lbs",74,"6' 2""",34,"1990-10-01T07:00Z",3,"37",FALSE
"4244826","Sidy","Sow","Sidy Sow","Sidy Sow","S. Sow",318,"318 lbs",77,"6' 5""",26,"1998-06-08T07:00Z",2,"62",TRUE
"3999915","R Jay","Soward","R Jay Soward","R Jay Soward","R. Soward",184,"184 lbs",71,"5' 11""",46,"1978-01-16T08:00Z",NA,NA,FALSE
"2160","R.Jay","Soward","R.Jay Soward","R.Jay Soward","R.Jay Soward",182,"182 lbs",71,"5' 11""",46,"1978-01-16T08:00Z",2,"81",FALSE
"15284","Bradley","Sowell","Bradley Sowell","Bradley Sowell","B. Sowell",277,"277 lbs",78,"6' 6""",35,"1989-06-06T07:00Z",8,"85",FALSE
"1388","Jerald","Sowell","Jerald Sowell","Jerald Sowell","J. Sowell",237,"237 lbs",72,"6' 0""",50,"1974-01-21T07:00Z",10,"33",FALSE
"9698","Isaac","Sowells","Isaac Sowells","Isaac Sowells","I. Sowells",315,"315 lbs",75,"6' 3""",42,"1982-05-04T07:00Z",4,NA,FALSE
"9264","Stephen","Spach","Stephen Spach","Stephen Spach","S. Spach",260,"260 lbs",76,"6' 4""",42,"1982-07-18T07:00Z",7,"83",FALSE
"16230","Ryan","Spadola","Ryan Spadola","Ryan Spadola","R. Spadola",205,"205 lbs",73,"6' 1""",33,"1991-02-15T08:00Z",2,"18",FALSE
"10521","Matt","Spaeth","Matt Spaeth","Matt Spaeth","M. Spaeth",262,"262 lbs",79,"6' 7""",40,"1983-11-24T08:00Z",9,"89",FALSE
"3046428","Martrell","Spaight","Martrell Spaight","Martrell Spaight","M. Spaight",243,"243 lbs",72,"6' 0""",31,"1993-08-05T07:00Z",4,"47",FALSE
"3116702","Bentley","Spain","Bentley Spain","Bentley Spain","B. Spain",310,"310 lbs",78,"6' 6""",28,"1996-05-02T07:00Z",NA,"68",FALSE
"2515319","Quinton","Spain","Quinton Spain","Quinton Spain","Q. Spain",330,"330 lbs",76,"6' 4""",33,"1991-08-07T07:00Z",7,"67",FALSE
"4036836","Kyle","Spalding","Kyle Spalding","Kyle Spalding","K. Spalding",299,"299 lbs",78,"6' 6""",26,"1998-08-08T07:00Z",NA,"60",FALSE
"9575","Antwain","Spann","Antwain Spann","Antwain Spann","A. Spann",195,"195 lbs",72,"6' 0""",41,"1983-02-22T08:00Z",3,NA,FALSE
"14675","Chad","Spann","Chad Spann","Chad Spann","C. Spann",198,"198 lbs",69,"5' 9""",36,"1988-08-04T07:00Z",1,"32",FALSE
"4360967","Brevyn","Spann-Ford","Brevyn Spann-Ford","Brevyn Spann-Ford","B. Spann-Ford",270,"270 lbs",79,"6' 7""",24,"1999-12-27T08:00Z",NA,"89",TRUE
"338","Phillippi","Sparks","Phillippi Sparks","Phillippi Sparks","P. Sparks",195,"195 lbs",69,"5' 9""",55,"1969-04-15T08:00Z",9,"20",FALSE
"3128740","Breeland","Speaks","Breeland Speaks","Breeland Speaks","B. Speaks",285,"285 lbs",75,"6' 3""",28,"1995-12-18T08:00Z",4,"66",FALSE
"17041","Carey","Spear","Carey Spear","Carey Spear","C. Spear",190,"190 lbs",70,"5' 10""",32,"1992-01-05T08:00Z",1,"4",FALSE
"2409","Armegis","Spearman","Armegis Spearman","Armegis Spearman","A. Spearman",258,"258 lbs",74,"6' 2""",46,"1978-04-05T08:00Z",4,NA,FALSE
"2507292","Harold","Spears","Harold Spears","Harold Spears","H. Spears",248,"248 lbs",76,"6' 4""",32,"1992-03-09T08:00Z",NA,"49",FALSE
"624","Marcus","Spears","Marcus Spears","Marcus Spears","M. Spears",320,"320 lbs",76,"6' 4""",53,"1971-09-28T07:00Z",11,"68",FALSE
"8435","Marcus","Spears","Marcus Spears","Marcus Spears","M. Spears",315,"315 lbs",76,"6' 4""",41,"1983-03-08T08:00Z",9,"96",FALSE
"14598","Quinton","Spears","Quinton Spears","Quinton Spears","Q. Spears",230,"230 lbs",76,"6' 4""",36,"1988-05-11T07:00Z",2,"58",FALSE
"4428557","Tyjae","Spears","Tyjae Spears","Tyjae Spears","T. Spears",195,"195 lbs",71,"5' 11""",23,"2001-06-15T07:00Z",2,"2",TRUE
"3917947","Marcel","Spears Jr.","Marcel Spears Jr.","Marcel Spears Jr.","M. Spears Jr.",221,"221 lbs",72,"6' 0""",27,"1997-05-29T07:00Z",NA,"52",FALSE
"4239997","Baylon","Spector","Baylon Spector","Baylon Spector","B. Spector",233,"233 lbs",72,"6' 0""",26,"1998-10-20T07:00Z",3,"54",TRUE
"4259546","Ameer","Speed","Ameer Speed","Ameer Speed","A. Speed",215,"215 lbs",75,"6' 3""",25,"1999-10-13T07:00Z",2,"38",FALSE
"3071353","E.J.","Speed","E.J. Speed","E.J. Speed","E.J. Speed",227,"227 lbs",76,"6' 4""",29,"1995-06-01T07:00Z",6,"45",TRUE
"8590","Nick","Speegle","Nick Speegle","Nick Speegle","N. Speegle",250,"250 lbs",78,"6' 6""",42,"1981-11-29T08:00Z",2,"56",FALSE
"7424","Del","Speer","Del Speer","Del Speer","D. Speer",200,"200 lbs",72,"6' 0""",54,"1970-02-01T08:00Z",2,NA,FALSE
"3115966","Wilton","Speight","Wilton Speight","Wilton Speight","W. Speight",232,"232 lbs",78,"6' 6""",29,"1994-12-06T08:00Z",NA,"5",FALSE
"4428550","Omar","Speights","Omar Speights","Omar Speights","O. Speights",228,"228 lbs",73,"6' 1""",23,"2001-03-02T08:00Z",NA,"48",TRUE
"309","Alonzo","Spellman","Alonzo Spellman","Alonzo Spellman","A. Spellman",292,"292 lbs",76,"6' 4""",53,"1971-09-27T07:00Z",9,"90",FALSE
"3999917","Alonzo","Spellman","Alonzo Spellman","Alonzo Spellman","A. Spellman",292,"292 lbs",76,"6' 4""",53,"1971-09-27T07:00Z",NA,NA,FALSE
"2975539","Mark","Spelman","Mark Spelman","Mark Spelman","M. Spelman",303,"303 lbs",75,"6' 3""",30,"1993-11-02T08:00Z",NA,"61",FALSE
"15958","Akeem","Spence","Akeem Spence","Akeem Spence","A. Spence",307,"307 lbs",73,"6' 1""",32,"1991-11-29T08:00Z",9,"55",FALSE
"1537","Blake","Spence","Blake Spence","Blake Spence","B. Spence",249,"249 lbs",76,"6' 4""",49,"1975-06-20T07:00Z",3,"84",FALSE
"2976313","Noah","Spence","Noah Spence","Noah Spence","N. Spence",263,"263 lbs",74,"6' 2""",30,"1994-01-08T08:00Z",5,"52",FALSE
"14972","Sean","Spence","Sean Spence","Sean Spence","S. Spence",231,"231 lbs",71,"5' 11""",34,"1990-06-07T07:00Z",6,"51",FALSE
"10470","Anthony","Spencer","Anthony Spencer","Anthony Spencer","A. Spencer",265,"265 lbs",75,"6' 3""",40,"1984-01-23T08:00Z",9,"99",FALSE
"8441","Chris","Spencer","Chris Spencer","Chris Spencer","C. Spencer",308,"308 lbs",75,"6' 3""",42,"1982-03-28T08:00Z",10,"60",FALSE
"5707","Cody","Spencer","Cody Spencer","Cody Spencer","C. Spencer",245,"245 lbs",74,"6' 2""",43,"1981-06-01T07:00Z",6,NA,FALSE
"4243472","Cole","Spencer","Cole Spencer","Cole Spencer","C. Spencer",307,"307 lbs",75,"6' 3""",25,"1999-04-12T07:00Z",NA,"70",FALSE
"7729","Darryl","Spencer","Darryl Spencer","Darryl Spencer","D. Spencer",172,"172 lbs",68,"5' 8""",54,"1970-03-21T08:00Z",2,NA,FALSE
"17463","Diontae","Spencer","Diontae Spencer","Diontae Spencer","D. Spencer",170,"170 lbs",68,"5' 8""",32,"1992-03-19T08:00Z",4,"14",FALSE
"2576396","Evan","Spencer","Evan Spencer","Evan Spencer","E. Spencer",208,"208 lbs",74,"6' 2""",31,"1993-05-26T07:00Z",NA,"85",FALSE
"335","Jimmy","Spencer","Jimmy Spencer","Jimmy Spencer","J. Spencer",188,"188 lbs",69,"5' 9""",55,"1969-03-29T08:00Z",12,"33",FALSE
"4035372","Marquiss","Spencer","Marquiss Spencer","Marquiss Spencer","M. Spencer",295,"295 lbs",76,"6' 4""",27,"1997-07-16T07:00Z",2,"91",FALSE
"14536","Owen","Spencer","Owen Spencer","Owen Spencer","O. Spencer",185,"185 lbs",75,"6' 3""",36,"1987-11-02T08:00Z",1,"17",FALSE
"5583","Shawntae","Spencer","Shawntae Spencer","Shawntae Spencer","S. Spencer",190,"190 lbs",72,"6' 0""",42,"1982-02-22T08:00Z",9,"36",FALSE
"3042890","Thomas","Sperbeck","Thomas Sperbeck","Thomas Sperbeck","T. Sperbeck",187,"187 lbs",71,"5' 11""",30,"1994-10-21T07:00Z",1,"83",FALSE
